CustomerID,Recency,Frequency,Monetary,TotItems,MaxItems,MeanBasketItems,UniqueItems,PReturn,MaxSale,MeanBasketSale,MeanItemSale,E-Prods,E-Sale,E-Baskets,E-Intervals,PurchasingFreq,WeekDayPref,WeekMonthPref,ItemPref,MainCountry
12531,15,1,125.22,45,45,45,17,0.0,125.22,125.22,5.1,3.93,2.78,-0.0,-0.0,0.0,4,4,21226,Germany
12532,90,1,349.83,153,153,153,16,0.0,349.83,349.83,4.24,3.78,2.95,-0.0,-0.0,0.0,6,2,22340,France
12534,336,1,1089.18,651,651,651,63,0.0,1089.18,1089.18,4.96,5.71,2.86,-0.0,-0.0,0.0,5,2,21498,Germany
12535,92,2,716.35,219,115,109,28,0.0,371.45,358.18,4.49,4.36,2.31,-0.0,-0.0,47.0,2,1,22558,France
12536,30,1,4279.71,2801,2801,2801,259,0.0,4279.71,4279.71,4.09,7.65,3.24,-0.0,-0.0,0.0,3,2,21872,France
12538,60,1,363.95,191,191,191,21,0.0,363.95,363.95,3.74,4.03,2.97,-0.0,-0.0,0.0,1,2,22419,Spain
12539,23,4,5568.35,2067,643,516,157,0.0,1715.85,1392.09,5.15,6.91,3.07,-0.0,1.58,73.5,3,3,21121,Spain
12540,20,17,13400.24,6685,747,393,277,0.01,1380.11,788.25,5.7,7.4,3.2,0.67,2.58,20.12,2,2,84879,Spain
12541,60,3,981.18,680,288,226,46,0.0,445.04,327.06,4.32,5.18,2.94,0.92,1.0,63.67,4,2,22197,Spain
12544,274,1,372.7,136,136,136,19,2.94,372.7,372.7,4.97,4.11,2.87,-0.0,-0.0,0.0,4,2,20971,Spain
12545,76,2,1000.39,523,346,261,42,0.0,628.15,500.19,5.57,4.97,2.87,1.0,-0.0,92.0,5,4,21974,Spain
12546,47,2,1161.5,633,475,316,59,0.0,760.2,580.75,4.42,5.45,3.01,-0.0,-0.0,15.5,2,4,85204,Spain
12547,198,2,207.8,134,109,67,7,0.0,159.4,103.9,8.16,2.62,1.91,-0.0,-0.0,26.0,4,2,21080,Spain
12548,167,1,95.2,49,49,49,5,0.0,95.2,95.2,10.23,2.1,1.37,-0.0,-0.0,0.0,6,4,21210,Spain
12550,80,1,964.83,569,569,569,57,0.0,964.83,964.83,4.24,5.54,3.09,-0.0,-0.0,0.0,2,3,16161P,Spain
12551,358,1,168.0,100,100,100,10,0.0,168.0,168.0,1.62,3.32,1.49,-0.0,-0.0,0.0,4,3,20712,Spain
12552,40,2,437.82,88,85,44,20,0.0,317.82,218.91,9.45,3.64,1.84,1.0,-0.0,146.5,0,3,21498,Italy
12553,0,10,3692.28,1965,446,196,95,2.09,700.31,369.23,4.3,5.91,3.19,1.36,2.73,33.1,4,2,84077,France
12556,33,2,603.71,358,192,179,100,0.0,312.9,301.85,3.55,6.04,3.08,-0.0,-0.0,9.0,1,2,22816,Spain
12557,17,5,11990.96,4384,1506,876,15,0.0,4146.34,2398.19,2.13,3.11,1.66,-0.0,2.0,124.2,2,2,84997D,Spain
12558,301,1,269.96,196,196,196,11,100.0,269.96,269.96,1.25,3.32,2.0,-0.0,-0.0,0.0,5,2,23158,USA
12559,311,2,561.71,283,247,141,21,0.71,486.11,280.86,4.4,4.01,2.97,1.0,-0.0,4.0,1,2,22895,Germany
12560,113,3,2134.01,1110,812,370,91,0.72,1292.31,711.34,4.23,6.25,3.23,0.92,1.0,43.0,2,2,22740,Germany
12561,69,1,238.85,177,177,177,16,0.0,238.85,238.85,3.46,3.57,2.88,-0.0,-0.0,0.0,6,1,21498,Germany
12562,23,7,3781.74,1779,323,254,99,0.0,654.37,540.25,4.15,6.06,3.11,-0.0,2.25,44.0,2,2,23084,France
12564,262,1,456.9,133,133,133,21,0.0,456.9,456.9,7.54,4.13,2.24,-0.0,-0.0,0.0,2,4,22329,France
12565,289,1,145.92,80,80,80,9,6.25,145.92,145.92,2.39,3.03,1.75,-0.0,-0.0,0.0,3,4,22553,Saudi Arabia
12566,87,1,351.65,265,265,265,19,0.38,351.65,351.65,5.01,3.72,2.58,-0.0,-0.0,0.0,2,2,22066,Germany
12567,23,10,9401.28,4305,772,430,323,5.02,1650.1,940.13,4.97,7.87,3.27,0.72,3.0,55.3,3,2,22492,France
12569,0,32,4124.69,1801,246,56,92,0.44,348.68,128.9,3.63,6.09,3.03,0.7,2.15,10.59,2,2,21232,Germany
12571,40,2,519.61,523,326,261,31,0.0,271.26,259.8,1.83,4.76,2.36,-0.0,-0.0,11.0,2,3,22492,France
12572,52,2,1020.42,452,293,226,53,0.44,532.74,510.21,5.24,5.28,2.74,-0.0,-0.0,139.5,2,2,21871,Germany
12573,228,1,160.54,84,84,84,26,0.0,160.54,160.54,2.58,4.02,2.93,-0.0,-0.0,0.0,1,4,21507,France
12574,316,1,218.45,61,61,61,11,0.0,218.45,218.45,6.2,3.27,2.04,-0.0,-0.0,0.0,4,4,84380,France
12576,130,5,1315.83,967,302,193,72,0.31,379.28,263.17,4.81,5.79,2.88,0.72,2.0,22.6,1,1,16016,Poland
12577,243,3,657.8,472,304,157,137,1.27,327.89,219.27,2.62,6.46,2.92,0.92,-0.0,38.67,0,2,23077,France
12578,22,2,2794.51,1196,748,598,111,1.34,1608.66,1397.26,4.94,6.59,3.22,-0.0,-0.0,154.0,3,2,22492,Italy
12579,79,1,440.42,285,285,285,29,2.46,440.42,440.42,4.42,4.51,2.93,-0.0,-0.0,0.0,3,4,16156L,France
12580,159,1,415.7,238,238,238,24,0.0,415.7,415.7,4.16,4.47,2.76,-0.0,-0.0,0.0,0,1,10125,Germany
12581,40,1,197.71,161,161,161,15,0.0,197.71,197.71,4.08,3.7,2.23,-0.0,-0.0,0.0,0,5,16169E,Germany
12582,239,2,511.36,300,159,150,21,0.0,306.2,255.68,5.35,4.01,3.08,-0.0,-0.0,24.5,3,3,21394,Finland
12583,0,15,7281.38,5060,716,337,115,1.01,855.86,485.43,3.83,6.0,2.95,1.0,2.47,46.47,2,2,22492,France
12584,18,9,2338.15,416,84,46,44,10.82,463.63,259.79,8.19,4.95,1.85,1.53,2.16,25.78,3,2,22720,Italy
12585,235,2,2040.1,1279,872,639,77,1.64,1262.85,1020.05,5.27,5.56,3.11,-0.0,-0.0,58.5,2,3,84945,Germany
12586,18,1,196.94,79,79,79,11,0.0,196.94,196.94,4.16,3.02,2.3,-0.0,-0.0,0.0,1,4,16048,Italy
12587,301,1,144.0,51,51,51,4,0.0,144.0,144.0,21.04,1.63,0.81,-0.0,-0.0,0.0,5,2,22386,Finland
12588,40,1,214.9,53,53,53,10,0.0,214.9,214.9,10.09,2.85,1.96,-0.0,-0.0,0.0,0,5,22195,Finland
12589,29,2,646.68,306,223,153,29,0.0,515.18,323.34,5.74,4.5,2.74,1.0,-0.0,57.5,2,2,21121,France
12590,5,2,9864.26,4283,4282,2141,68,0.0,9341.26,4932.13,26.82,5.63,3.0,-0.0,-0.0,0.0,0,1,15036,Germany
12591,318,1,452.85,228,228,228,26,0.0,452.85,452.85,5.09,4.4,2.83,-0.0,-0.0,0.0,2,4,84988,Italy
12592,66,2,437.6,290,165,145,11,0.0,231.8,218.8,5.61,3.19,1.88,-0.0,-0.0,28.0,1,1,20719,Germany
12593,109,3,418.1,206,100,68,14,0.0,236.0,139.37,5.53,3.55,1.7,0.92,1.0,65.33,1,2,20726,France
12594,47,10,3338.22,1777,521,177,50,0.06,722.4,333.82,4.68,5.32,2.8,1.57,2.5,27.6,2,3,47593B,Italy
